code	producer_product_id	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_id	product_name_it	product_name_nl	product_name_pl	product_name_pt	product_name_so	product_name_sv	generic_name_en	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pl	generic_name_pt	generic_name_sv	quantity	serving_size	packaging	packaging_tags	packaging_text_en	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_id	ingredients_text_it	ingredients_text_nl	ingredients_text_pl	ingredients_text_so	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	starch_value	starch_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-e_value	vitamin-e_unit	vitamin-c_value	vitamin-c_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_nl	preparation_es	preparation_fr	preparation_nl	customer_service_es	customer_service_fr	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
4000158913432		fr				Chicko										Boeuf sêché					170 g		Sachet	en:bag		Rinti	rinti		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux	en:non-food-products,en:open-pet-food-facts,en:pet-food			France	en:france			0														93% de viande de boeuf, sous-produits végétaux,  substances minérales												100g	100g					4	g									56	g																																																					unknown				-5	-10	0	0								
4008429086694		fr				frolic complet															4 kg		Sachet	en:bag		Frolic	frolic		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux, Nourriture pour chiens, Croquettes pour chien	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food,en:dog-food,en:dry-dog-food			France	en:france			0														Aliment complet pour chiens adultes. Composition: céréales (dont blé 4%), légumes (dont carottes 4%), viandes et SOs-produits animaux (14%, dont buf frais 4%), huiles et graisses (dont huile de tournesol 1%, dont huile de poisson 0.25%), sous-produits d'origine végétale substances minérales, extraits de protéines végétales, sucres, lait et produits de laiterie, poissons tous-produits de poissons. Constituants analytiques (%: protéine: 17/teneur en matières grasses: 16.5/matière inorganique: 5.5/cellulose brute: 2.5/humidité: 18/ calcium: 1.1/phosphore: 0.9/acides gras oméga-6: 1.6/ acides gras oméga-3 0.12. Additifs par kg: Additifs nutritionnels: Vitamine A: 6720 UI, Vitamine D 1680 UI, Vitamine E: 122 mg, Iodate de calcium anhydre: 2.5 mg, Sulfate de Curvre pentahydraté: 21.8 mg, Sulfate de manganèse monohydraté: 180 mg, Selénite de sodium: 0.87 mg,Sulate de zinc monohydraté: 304 mg.							Gluten, Lait	en:gluten,en:milk				100g	100g																																																																					unknown				-5	-10	0	0								
7613033514449		fr				Purina One															1.5kg		Sac plastique	fr:sac-plastique		Purina One	purina-one		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food			France	en:france			0														Poulet(17%), blé (15%),farine de soja, gluten de maïs, gluten de blé, graisse animale, pulpe de beterave déshydratée, racine de chicorée déshydratée, sel minéraux, hydrolisat(avec ajout de, 025%de poudre de Lactobacillus Delbrueckii et Fermentum traitée termiquement), levure.							Gluten, Soja	en:gluten,en:soybeans				100g	100g					13	g									37	g																																																					unknown				-5	-10	1	0								App - off, App - yuka, Apps
3222270010597		fr	Felix gemischte vielfalt in gelee mit rind, mit huhn, mit lachs, mit thunfisch			"Émincés en gelée (au boeuf, au poulet, au saumon, au thon)"															1200 g		Sachet	en:bag		Felix,Purina	felix,purina		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			France, Suisse	en:france,en:switzerland			0														"Aliment complet pour chat adulte. 

Sachets au Вoeuf.
Composition: Viandes et sous-produits animaux (dont bceuf4%), poissons et sous-produits de poissons, substances minérales, sucres. 

Sachets au Poulet.
Composition: Viandes et sous-produits animaux (dont poulet 4 %), poissons et Sous-produits de poissons, substances minérales, sucres. 

Sachets au Saumon.
Composition: Viandes et sous-produits animaux, poissons et Sous-produits de poissons (saumon 4%), substances minérales, sucres. 

Sachets au Thon.
Composition: Viandes et sous-produits animaux, poissons et Sous-produits de poissons (thon 4 %), substances minérales, sucres.  

Additifs: 
Additifs nutritionnels: UI/kg:Vit A: 570;Vit D3:85;Vit E: 13; mg/kg: Sulfate ferreux monohydraté: 20; lodate de calcium anhydre:0,25; Sulfate cuivrique pentahydraté: 2,3; Sulfate manganeux monohydraté: 4,0; Sulfate de zinc monohydraté: 33. 
Additifs technologiques: mg/kg: Gomme de cassia: 2200. 

Constituants analytiques: 
Humidité: 83 %, Protéine: 8,5%, Teneur en matières grasses: 3,0%, Cendres brutes: 2,5%, Cellulose brute: 0,05%, Acide linoléique (acide gras Oméga 6):0,6%."							Poisson	en:fish				100g	100g																																																														www.purina.fr							unknown				-5	-10	0	0								Database - FoodRepo / openfood.ch, Databases, App - off, App - yuka, Apps
8712606975768		fr				Freija premium catfood junior															750		Sachet	en:bag		Freija	freija		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			France	en:france	action	action	0				Netherlands	netherlands									"Viande et sous-produits animaux (14% poulet), céréales (14% riz), huiles et graisses (1% d'huile de saumon), sous-produits d'origine végétale (0,4% inuline, 0,03% Yucca Schidigera), Oeufs et produits d'oeufs, substances minérales, levures. Constituants analytiques: Protéine brute 34%, Cellulose brute 3,5%, Matières grasses brutes 20%, Cendres brutes 8%, Calcium 1,5%, Phosphore 1,1%. Additifs par kg: Additifs nutritionnels: Taurine 1000 mg, L-carnitine 100 mg. Oligoéléments: l'iode (lodate de calcium anhydre) 1,8 mg, Manganèse (Oxyde manganeux) 13 mg, Fer (Sulfate ferreux, monohydraté) 52 mg, Cuivre (Sulfate cuivrique, pentahydraté) 10 mg, zinc (Oxyde de zinc) 78 mg, Sélénium (Sélénite de sodium) 0,31 mq. Vitamins: Vitamine A (Acétate de rétinol) 20800 UI, Vitamin D3 (Cholécalciférol) 2080 UI, Vitamin E (Acétate DL-alpha-tocophéryle) 305 mg, Biotine (D-(+) Biotine) 100 ug. Indication alimentaire: Voyez tableau ('âge en mois Quantité d'aliment sec jour (g)*). Les besoins quotidiens d'un chat dépendent notamment de leur âge, leur race et leur activite Veillez à ce que votre chat ait unacces continu à l'eau fraîche."							"Œufs"	en:eggs				100g	100g																																																																					unknown				-5	-10	0	0								App - yuka, Apps, App - off
4260077042822		fr				Cosma nature poulet et jambon de poulet															280 g		Boîte	en:box		Cosma nature	cosma-nature		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture humide pour animaux, Pâtées pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:wet-pet-food,en:wet-cat-food			France	en:france			0														viande de poulet (70 %), jambon de poulet (5 %), riz (1 %), bouillon de poulet (24 %). Constituants analytiques: protéine brute 20,0 %, matières grasses brutes 0,5%, cendres brutes 2,0 %, cellulose brute 0,1 %, humidité 77,0 %											on	100g	100g																																																																					unknown				-5	-10	0	0								App - off, Apps
3539370540221		fr				Aliment complet pour perruches															1 kg	serving	Sachet plastique	fr:sachet-plastique		Bob Martin	bob-martin		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food			France	en:france			0														Céréales (millet 83%), graines, substances minérales.											on	100g	serving																																																																					unknown				-5	-10	1	0								
8595602527298		fr				Wild boar										Friandise pour chiens					200g		Plastique	en:plastic		Carnilove	carnilove		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux, Nourriture pour chiens, Croquettes pour chien	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food,en:dog-food,en:dry-dog-food			France	en:france			0				République tchèque	republique-tcheque									sanglier 50%, citrouille 15%, pois jaunes 8%, pommes séchées 5%, carottes 5%, pois chiches 4%, cynorhodon 4%, graisse de poulet 4%, graine de lin 2%, épinards séchés 2%, huile de lin 1%												100g	100g			360	kcal	12	g	1.2	g	15	g	2	g			32	g	2	g	0.8	g			360	kcal																																						https://www.carnilove.cz/fr/produits/dogs/friandises/crunchy-wild-boar-with-rosehips							unknown				-5	-10	1	0								App - yuka, Apps
3065890035348		fr																			1.2 kg		12 sachets individuels	fr:12-sachets-individuels		Whiskas	whiskas		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food	Sans colorants, Sans conservateurs	en:no-colorings,en:no-preservatives	France	en:france	lidl	lidl	0																										100g	100g																																																																					unknown				-5	-10	0	0								App - yuka, Apps, App - off
3560070718399		fr				Boisson lactée pour chat															3 x 200 ml	serving	Pack de 3	fr:pack-de-3		Carrefour	carrefour		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			France	en:france	Carrefour	carrefour	0									EMB 80001C	emb-80001c																100g	100g					2.5	g																																																															unknown				-5	-10	0	0								App - yuka, Apps, Producers, Producer - carrefour
3596710089512		fr				"Pâte Feuilletée Spécial Épiphanie"										Pâte Feuilletée avec de la matière grasse végétale					460 g (2 * 230 g)	76 g	Plastique, Carton, Frais	en:plastic,en:cardboard,en:fresh		Auchan	auchan		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Non alimentaire, Open Pet Food Facts, Pâtes à tarte, Nourriture pour animaux, Pâtes feuilletées"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:non-food-products,en:open-pet-food-facts,en:pie-dough,en:pet-food,en:puff-pastry-sheets	"Bio, Bio européen, ES-ECO-019-CT, Agriculture UE, Point Vert, Sans colorants, en:Es-eco-019

"	en:organic,en:eu-organic,en:es-eco-019-ct,en:eu-agriculture,en:green-dot,en:no-colorings,en:es-eco-019	France	en:france	Auchan	auchan	0														Farine de _blé_ (contient _gluten_), huiles et graisses végétales non hydrogénées (palme, colza), eau, alcool éthylique, sel, jus de citron concentré, colorant : caroténoïdes, agent de traitement de la farine : L-cystéine.							Gluten	en:gluten	Lait	en:milk		100g	100g			396	kcal	23	g	11	g	37	g	2.5	g			5.9	g	0.96	g	0.384	g			396	kcal																																							en:cereals	en:cereals-and-potatoes,en:cereals					c	40		23422	-5	-11	1	15	-10							App - yuka, Apps
3256221661194		fr				terrine gourmande															1240 g		Boîte de conserve métal	fr:boite-de-conserve-metal		U	u		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chiens	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food			France	en:france			0																										100g	100g					5.5	g									6.5	g																																																					unknown				-5	-10	0	0								
8595602512300		fr				Lamb & wild boar															6 kg		Plastique	en:plastic		Carnilove	carnilove		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux	en:non-food-products,en:open-pet-food-facts,en:pet-food			France	en:france			0																										100g	100g																																																																					unknown				-5	-10	1	0								App - yuka, Apps
3065890135093		fr				César- Les recettes de campagne															4 x 150 g	150g	Carton + 4 barquettes alu	fr:carton-4-barquettes-alu		Cesar	cesar		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture humide pour animaux, Nourriture pour chiens, Pâtées pour chien	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:wet-pet-food,en:dog-food,en:wet-dog-food	Sans sucre ajouté, Sans colorants	en:no-added-sugar,en:no-colorings	France	en:france			0																										100g	100g																																																																					unknown				-5	-1	0	0								
4004218158764		fr				Goldfish																	Bouteille	en:bottle					Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour poissons	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:fish-food			France	en:france			0																										100g	100g																																																																					unknown				-5	-10	0	0								
8714265975813		fr				dano honest bio pet food															800g	20g	Plastique	en:plastic		dano nio	dano-nio		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food	Bio, Bio européen, NL-BIO-01, en:sustainable-fishery, Pêche durable MSC, AB Agriculture Biologique	en:organic,en:eu-organic,en:nl-bio-01,en:sustainable-fishery,en:sustainable-seafood-msc,fr:ab-agriculture-biologique	France	en:france	carrefour	carrefour	0														"poulet déshydraté (26%)*, pois vert*, pois jaunes*, tapioca*, graisse de poulet*, graine de tournesol*, hareng sauvage MSC1 deshydraté (4%), substances minérales, levure de bière, algue déshydratée*, ortie déshydratée*. biologique. 1Pêche durable selon le référentiel MSC. www.msc.org/fr. Servir à température ambiante. Veillez à ce que le chat ait toujours à sa disposition une quantité d'eau fraîche suffisante. Avant et après l'ouverture: conserver à l'abri de l'humidité dans un endroit frais. A utiliser de préférence avant/n° de lot/n° d'enreg.: voir mentions imprimées. !! NL/BE VOLLEDIG DIERVOEDER VOOR VOLWASSEN KATTEN GRAANVRIJE RECEPTUUR MET Zonder geur-, kleur-, en smaakstoffen. KIP EN HARING (MSC) Geen toegevoegde suikers. Samenstelling: gedroopde (26%), groene erwten*, gele onut zonneblon de bra urzo tapiaca MSChaning"												100g	100g																																																																					unknown				-5	-10	1	20								
0052742284200		fr				prescription diet															1,5 kg		Métal, Plastique, en:Recyclable Metals, Aluminium	en:metal,en:plastic,en:recyclable-metals,en:aluminium		hill's	hill-s		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			France	en:france			0																										100g	100g																																																																					unknown				-5	-13	1	0								
5998749129135		fr				croquettes au poulet, pour chat stérilisé 1+ an															1,75 kg		Plastique	en:plastic		whiskas	whiskas		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food			France	en:france			0														"céréales (dont blé 4%), viandes et sous-produits animaux (28%, dont poulet 4% dans les croquettes marron clair*), sous-produits d'origine végétale (dont pulpe de betterave déshydratée 2%), extraits de protéines végétales, huiles et graisses substances minérales, légumes (dont carottes déshydratées 0.5% (équivalent à 4% de carottes) dans les croquettes orange et petits pois déshydratés 1% (équivalent à 4% de petits pois) dans les croquettes vertes*). Les croquettes marron clair représentent généralement 49% de la totalité des croquettes de ce sac, les croquettes orange et les croquettes vertes représentent chacune environ 8% de la totalité des croquettes de ce sac."							Gluten	en:gluten				100g	100g					11.8	g									30	g																																																					unknown				-5	-10	1	0								App - yuka, Apps
3596710205189		fr				Pâte feuilletée au beurre frais															230		Plastique, Carton	en:plastic,en:cardboard		Auchan	auchan		"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Non alimentaire, Open Pet Food Facts, Pâtes à tarte, Nourriture pour animaux, Pâtes feuilletées"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:non-food-products,en:open-pet-food-facts,en:pie-dough,en:pet-food,en:puff-pastry-sheets	Nutriscore, Nutriscore A	en:nutriscore,en:nutriscore-grade-a	France	en:france	Auchan	auchan	0									FR 89.209.001 EC	fr-89-209-001-ec				Farine de blé 52%, beurre (lait) 25%, eau, alcool éthylique, sel, levure désactivée, jus de citron concentré.							Gluten, Lait	en:gluten,en:milk	"Œufs, Gluten"	en:eggs,en:gluten		100g	100g			386	kcal	21	g	15	g	40	g	2.2	g	0.5	g	5.9	g	0.84	g	0.336	g			386	kcal																																							en:cereals	en:cereals-and-potatoes,en:cereals					d	35		23422	-5	-11	1	0								App - yuka, Apps, App - Open Food Facts
3410280023380		fr				pâtée au boeuf															300g		Plastique	en:plastic		top budget	top-budget		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture humide pour animaux, Nourriture pour chiens, Pâtées pour chien	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:wet-pet-food,en:dog-food,en:wet-dog-food			France	en:france	intermarché	intermarche	0		France	en:france	vire	vire				fr-14-762-066	fr-14-762-066																100g	100g																																																																					unknown				4	-10	1	0								
3346029788657		fr				Carolin																154g	Plastique	en:plastic		Carolin	carolin		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture humide pour animaux, Pâtées pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:wet-pet-food,en:wet-cat-food	Vinalies, Vinalies nationales	fr:vinalies,fr:vinalies-nationales	France	en:france			0		Union européenne	en:european-union	France	france									eucalytus												100g	100g			1111	kcal	100	g	100	g	100	g	100	g	100	g	0	g	99	g	39.6	g	100	% vol	1111	kcal																																													unknown				-5	-10	1	0								App - yuka, Apps
8410650150222		fr				Advance																	Sachet	en:bag					Non alimentaire, Open Pet Food Facts, Nourriture pour animaux	en:non-food-products,en:open-pet-food-facts,en:pet-food			France	en:france			0																										100g	100g																																																																					unknown				-5	-10	0	0								App - Open Food Facts, Apps
3256221116816		fr																					Plastique	en:plastic		U	u		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food			France	en:france	U	u	0		Non indiquée	fr:non-indiquee	France	france									"60% saumon
27% céréales
13% légumes"											on	100g	100g																																																																					unknown				-5	-10	1	0								
4260358515632		fr				Les croquette pour la mère a Ladech															6.5 kg		Sachet	en:bag		purizon	purizon		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food	Sans arômes artificiels, Sans colorants, Sans conservateurs	en:no-artificial-flavors,en:no-colorings,en:no-preservatives	France	en:france			0		Europe	en:europe											"animaux sélectionnés - 30 % de fruits, de légumes, d'herbes, de vitamines et de substances minérales - 0% de des ingradients très nutritifs tels que de l'huile de hareng de qualité supérieure, le tout sans céréales. À la place Compostion:30%de viande de poulet fraiche, 28 % de viande de poulet (déshydratée), pommes de terre, 5 % de graisse de poulet, 2 % d'oeuf (déshydraté), 1,5 % de hareng sans arêtes frais, 15% de hareng (déshydraté), 1 % d'huile de poisson (100 % d'huile de hareng), 1% de protéines animales hydrolysées, fibres de pois, carottes (déshydratées), luzerne (déshydratée), inuline, fructo-oligosicharides, mannan-oligosaccharides, grenade (déshydratée), pomme (déshydratée), épinard (déshydraté), 0,3 % de psyllium, cassis (déshydraté), orange (déshydratée), myrtilles (déshydrates,chlorure de sodium, levure de bière (déshydratée), 0,2 % de racines de curcuma, 0,12 % de glucosamine, 0,09 % de sulfate de chondroitine, extrait de souci, extrait d'Aloe vera, artificiels. extrait de thé vert, extrait de romarin. Sans conservateurs ni colorants ni arômes ekaichsh de l'emballage):tous les chats sont différents. Ces valeurs sont données a titre indicatif. Les besoins alimentaires quotidiens de votre chat peuvent donc varier selon A lanceettactivité Veullez modifier l'alimentation de votre chat lentement et progressivement sur une période d'env. deux semaines. Servez l'aliment sec Toujours laisser de leu fraiche dissition."							"Œufs"	en:eggs			on	100g	100g																																																																					unknown				-2	-10	0	0								App - yuka, Apps
7613036724258		fr				Dentalife															40g		Plastique	en:plastic		purina,Nestlé	purina,nestle		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food	Kascher, Sans colorants, en:Orthodox Union Kosher	en:kosher,en:no-colorings,en:orthodox-union-kosher	France	en:france	Intermarché	intermarche	0														Viandes et sous-produits animaux, Céréales, Extraits de protéines végétales, Huiles et graisses, Poissons et sous-produits de poissons (protéines de saumon déshydratées 4%), Sous-produits d'origine végétale, Substances minérales, Glycérol, Levures, Sucres. Additifs: Additifs nutritionnels: U/kg: Vit A: 32000; Vit D;: 1000; Vit E: 960; mg/kg Sulfate ferreux monohydraté: (Fe: 100); iodate de calcium anhydre: (1: 2,6); Sulfate cuivrique pentahydraté: (Cu: 16); Sulfate manganeux monohydraté: (Mn: 50); Sulfate de zinc monohydraté: (Zn: 160); Sélénite de sodium: Se. 0,15). Antioxygènes. Constituants analytiques : Protéine: 35%, Teneur en matières grasses: 13,3%, Cendres brutes: 9%, Cellulose brute: 3,6%. Calcium: 1.7%. Taurine :1800 mg/kg.							Poisson	en:fish				100g	100g							0	g																																																													unknown				-5	-10	1	0								App - yuka, Apps
0030111493255		en		Puppy Food																	1.14 kg		Plastic Seal Bag	en:plastic-seal-bag		Royal Canin	royal-canin		Non food products, Open Pet Food Facts, Pet food, Dog food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dog-food	Brewers Rice, Chicken Fat, Chicken by-product meal, More, Wheat Gluten	en:brewers-rice,en:chicken-fat,en:chicken-by-product-meal,en:more,en:wheat-gluten	Canada, United States	en:canada,en:united-states	PetValu, More	petvalu,more	0																										100g	100g																																																																		not-applicable			unknown				-5	-1	0	0								
29046201		en		Topic Katzenfutter																	100 g		Metal, Recyclable Metals, Aluminium	en:metal,en:recyclable-metals,en:aluminium					Non food products, Open Pet Food Facts, Pet food	en:non-food-products,en:open-pet-food-facts,en:pet-food	Sustainable-fishery, Sustainable Seafood MSC	en:sustainable-fishery,en:sustainable-seafood-msc	France	en:france			0																										100g	100g																																																																					unknown				-5	-3	0	10								
7613031466009		fr				les filettines avec des légumes															85g		Carton	en:cardboard		gourmet	gourmet		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			France	en:france			0																										100g	100g																																																																					unknown				-5	-1	0	0								App - Open Food Facts, Apps
3662852000453		fr				alimentation pour chien															12		Sachet	en:bag		authentiq'	authentiq		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture humide pour animaux, Nourriture pour chiens, Pâtées pour chien	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:wet-pet-food,en:dog-food,en:wet-dog-food			France	en:france			0																										100g	100g																																																																					unknown				-5	-10	0	0								App - Open Food Facts, Apps
0046798771272		en		Goldfish																	NET WT 2.2 OZ (62g)	2.2 OZ	Bottle	en:bottle		Tetra	tetra		Non food products, Open Pet Food Facts, Pet food, Fish food	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:fish-food			United States	en:united-states			0																									on	100g	100g																																																																		not-applicable			unknown				-5	-10	0	0								App - Open Food Facts, Apps
3700260210191		fr				Ultima Repas Equilib.bien Etre 7.5Kg															7.5 g		Emballage	en:packaging					Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux, Nourriture pour chiens, Croquettes pour chien	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food,en:dog-food,en:dry-dog-food			France	en:france			0																										100g	100g			0	kcal			0	g			0	g											0	kcal																																													unknown				-5	-10	0	0								App - yuka, Apps
5000161019656		fr				Purina One Junior															450g		Plastique	en:plastic		Purina	purina		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture sèche pour animaux, Nourriture pour chiens	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:dry-pet-food,en:dog-food			France	en:france			0														"Poulet(17%), protéines de volaille déshydratées, blé complet (14 %graisse animale, gluten de blé, gluten demaïs, farine de soja, concentré de protéines de pois, amidon de maïs, racine de chicorée déshydratée, maïs, sels minéraux,  hydrolysât,ntesh Aliment complet pour da alée, mais, sels minéraux, hydrolysat (avec ajout de 0,025% de poudre de Lactobacillus delbrueckii et fermentum traités thềrmiquement), levures, huile de poisson Adis de pois ann de mais o mola lnC:140 Taurine :750; Sulfate ferrewX monohydraté : 320 ; lodate de calcium anhydre :4,1; Sulfate cuivrique pentahydraté : 64; Sulfate manganeux monohydrate: 150 Sulfle rgenes Constituants analytiques: Protéine:41,0%, Teneur en matières grasses:20,0 %, Cendres brutes :8,0 %, Cellulose brute:2,5%, DHA (Acide docosaheraénoiquel:005% A"							Gluten, Soja	en:gluten,en:soybeans			on	100g	100g																																																																					unknown				-5	-10	1	0								App - Open Food Facts, Apps
3560071174828		fr				Croquette															2.0 kg		Sachet	en:bag					Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food			France	en:france			0																										100g	100g																																																																					unknown				-5	-10	0	0								App - yuka, Apps, Producers, Producer - carrefour
3010470181403		fr				Friskies poulet legume															4 kg.		Sachet	en:bag		Purina	purina		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food			France	en:france	Intermarché	intermarche	0																										100g	100g							0	g			0	g																																																									unknown				-5	-10	0	0								App - yuka, Apps, App - off
8410650220253		fr				Ultima nature adulte stérilisé															400g	50g	Sac avec zip fraîcheur	fr:sac-avec-zip-fraicheur		Ultima	ultima		Non alimentaire, Open Pet Food Facts, Nourriture pour animaux, Nourriture pour chats, Nourriture sèche pour animaux, Croquettes pour chat	en:non-food-products,en:open-pet-food-facts,en:pet-food,en:cat-food,en:dry-pet-food,en:dry-cat-food			France	en:france			0																									on	100g	100g																																																																					unknown				-5	-10	0	0								App - yuka, Apps, App - Open Food Facts
